date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:34	13920/13920	---M--	200	added ('OK')	text/css	date:Sat,%2006%20May%202023%2013:28:35%20GMT	https://akademi.dexignlab.com/xhtml/vendor/swiper/css/swiper-bundle.min.css	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/vendor/swiper/css/swiper-bundle.min.css	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:35	22672/22672	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:52%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/1.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/avatar/1.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:36	262695/262695	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:37%20GMT	https://akademi.dexignlab.com/xhtml/index.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/index.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:36	1073817/1073817	---M--	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2005:18:52%20GMT	https://akademi.dexignlab.com/xhtml/css/style.css	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/css/style.css	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:36	22692/22692	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:54%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/2.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/avatar/2.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:36	20508/20508	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:55%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/3.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/avatar/3.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:36	23159/23159	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:56%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/4.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/avatar/4.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:37	21261/21261	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:57%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/5.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/avatar/5.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:37	65958/65958	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20May%202023%2012:08:29%20GMT	https://akademi.dexignlab.com/xhtml/images/user.jpg	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/images/user.jpg	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:37	107596/107596	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:16%20GMT	https://akademi.dexignlab.com/xhtml/app-profile.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/app-profile.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:38	94147/94147	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:21%20GMT	https://akademi.dexignlab.com/xhtml/chat.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chat.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:38	7500/7500	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:42%20GMT	https://akademi.dexignlab.com/xhtml/page-login.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/page-login.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:38	534949/534949	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:28%20GMT	https://akademi.dexignlab.com/xhtml/email-inbox.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/email-inbox.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:38	179808/179808	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:31%20GMT	https://akademi.dexignlab.com/xhtml/finance.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/finance.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:38	262891/262891	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:36%20GMT	https://akademi.dexignlab.com/xhtml/index-2.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/index-2.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:39	118935/118935	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:44%20GMT	https://akademi.dexignlab.com/xhtml/student-detail.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/student-detail.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:39	83032/83032	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:13%20GMT	https://akademi.dexignlab.com/xhtml/add-student.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/add-student.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:39	139177/139177	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:48%20GMT	https://akademi.dexignlab.com/xhtml/teacher.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/teacher.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:39	342208/342208	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:45%20GMT	https://akademi.dexignlab.com/xhtml/student.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/student.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:39	99828/99828	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:47%20GMT	https://akademi.dexignlab.com/xhtml/teacher-detail.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/teacher-detail.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:40	81911/81911	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:14%20GMT	https://akademi.dexignlab.com/xhtml/add-teacher.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/add-teacher.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:40	184550/184550	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:32%20GMT	https://akademi.dexignlab.com/xhtml/food.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/food.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:40	137472/137472	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:32%20GMT	https://akademi.dexignlab.com/xhtml/food-details.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/food-details.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	123167/123167	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:30%20GMT	https://akademi.dexignlab.com/xhtml/file-manager.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/file-manager.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	107415/107415	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:03%20GMT	https://akademi.dexignlab.com/xhtml/user.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/user.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	97663/97663	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:16%20GMT	https://akademi.dexignlab.com/xhtml/celandar.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/celandar.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	83404/83404	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:13%20GMT	https://akademi.dexignlab.com/xhtml/activity.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/activity.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	80408/80408	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:26%20GMT	https://akademi.dexignlab.com/xhtml/edit-profile.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/edit-profile.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:41	89693/89693	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:44%20GMT	https://akademi.dexignlab.com/xhtml/post-details.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/post-details.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:42	80370/80370	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:28%20GMT	https://akademi.dexignlab.com/xhtml/email-compose.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/email-compose.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:42	96747/96747	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:29%20GMT	https://akademi.dexignlab.com/xhtml/email-read.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/email-read.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:42	82131/82131	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:14%20GMT	https://akademi.dexignlab.com/xhtml/app-calender.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/app-calender.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:42	93707/93707	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:25%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-grid.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-product-grid.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:42	94385/94385	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:25%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-list.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-product-list.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:43	85666/85666	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:24%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-detail.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-product-detail.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:43	118925/118925	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:26%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-order.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-product-order.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:43	91943/91943	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:22%20GMT	https://akademi.dexignlab.com/xhtml/ecom-checkout.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-checkout.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:43	84062/84062	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:24%20GMT	https://akademi.dexignlab.com/xhtml/ecom-invoice.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-invoice.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:44	130491/130491	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:22%20GMT	https://akademi.dexignlab.com/xhtml/ecom-customers.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ecom-customers.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:44	81884/81884	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:18%20GMT	https://akademi.dexignlab.com/xhtml/chart-flot.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-flot.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:44	80124/80124	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:18%20GMT	https://akademi.dexignlab.com/xhtml/chart-morris.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-morris.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:44	84432/84432	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:17%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartjs.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-chartjs.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:44	89819/89819	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:17%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartist.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-chartist.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:45	81657/81657	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:20%20GMT	https://akademi.dexignlab.com/xhtml/chart-sparkline.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-sparkline.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:45	89704/89704	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:20%20GMT	https://akademi.dexignlab.com/xhtml/chart-peity.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/chart-peity.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:45	166013/166013	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:52%20GMT	https://akademi.dexignlab.com/xhtml/ui-accordion.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-accordion.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:46	273387/273387	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:53%20GMT	https://akademi.dexignlab.com/xhtml/ui-alert.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-alert.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:47	114517/114517	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:54%20GMT	https://akademi.dexignlab.com/xhtml/ui-badge.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-badge.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:47	148130/148130	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:55%20GMT	https://akademi.dexignlab.com/xhtml/ui-button.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-button.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:47	96738/96738	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:59%20GMT	https://akademi.dexignlab.com/xhtml/ui-modal.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-modal.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:48	97487/97487	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:54%20GMT	https://akademi.dexignlab.com/xhtml/ui-button-group.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-button-group.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:48	111595/111595	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:59%20GMT	https://akademi.dexignlab.com/xhtml/ui-list-group.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-list-group.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:48	100853/100853	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:57%20GMT	https://akademi.dexignlab.com/xhtml/ui-carousel.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-carousel.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:48	116142/116142	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:56%20GMT	https://akademi.dexignlab.com/xhtml/ui-card.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-card.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	137904/137904	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:57%20GMT	https://akademi.dexignlab.com/xhtml/ui-dropdown.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-dropdown.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	79713/79713	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:01%20GMT	https://akademi.dexignlab.com/xhtml/ui-popover.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-popover.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	114670/114670	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:01%20GMT	https://akademi.dexignlab.com/xhtml/ui-progressbar.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-progressbar.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	126356/126356	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:02%20GMT	https://akademi.dexignlab.com/xhtml/ui-tab.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-tab.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	90848/90848	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:03%20GMT	https://akademi.dexignlab.com/xhtml/ui-typography.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-typography.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:49	107463/107463	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:00%20GMT	https://akademi.dexignlab.com/xhtml/ui-pagination.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-pagination.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:50	85033/85033	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:58%20GMT	https://akademi.dexignlab.com/xhtml/ui-grid.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/ui-grid.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:50	114982/114982	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:50%20GMT	https://akademi.dexignlab.com/xhtml/uc-select2.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-select2.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:50	83816/83816	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:49%20GMT	https://akademi.dexignlab.com/xhtml/uc-nestable.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-nestable.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:50	106391/106391	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:50%20GMT	https://akademi.dexignlab.com/xhtml/uc-noui-slider.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-noui-slider.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:51	84369/84369	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:51%20GMT	https://akademi.dexignlab.com/xhtml/uc-sweetalert.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-sweetalert.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:51	78198/78198	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:52%20GMT	https://akademi.dexignlab.com/xhtml/uc-toastr.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-toastr.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:51	77278/77278	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:37%20GMT	https://akademi.dexignlab.com/xhtml/map-jqvmap.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/map-jqvmap.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:51	85316/85316	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:48%20GMT	https://akademi.dexignlab.com/xhtml/uc-lightgallery.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/uc-lightgallery.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	115931/115931	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:05%20GMT	https://akademi.dexignlab.com/xhtml/widget-chart.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/widget-chart.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	122950/122950	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:04%20GMT	https://akademi.dexignlab.com/xhtml/widget-card.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/widget-card.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	134442/134442	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:33%20GMT	https://akademi.dexignlab.com/xhtml/form-element.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/form-element.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	130491/130491	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:08:05%20GMT	https://akademi.dexignlab.com/xhtml/widget-list.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/widget-list.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	90473/90473	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:36%20GMT	https://akademi.dexignlab.com/xhtml/form-wizard.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/form-wizard.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
23:28:52	76358/76358	---M--	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2012:07:33%20GMT	https://akademi.dexignlab.com/xhtml/form-ckeditor.html	D:/Leia's%20files/StudentManagementSystem/akademi.dexignlab.com/xhtml/form-ckeditor.html	(from https://akademi.dexignlab.com/xhtml/index.html?theme=4)
